C-ZLFMONAT-0,C-ZLFE32-0,C-ZLFART-0,C-ZLFR63-0
200512,SZG,2,3
200601,VIE,1,1
200601,VIE,1,2
200601,VIE,1,3
200601,VIE,2,1
200601,VIE,2,2
200601,VIE,2,3
200601,GRZ,1,1
200601,GRZ,1,2
200601,GRZ,1,3
200601,GRZ,2,1
200601,GRZ,2,2
200601,GRZ,2,3
200601,INN,1,1
200601,INN,1,2
200601,INN,1,3
200601,INN,2,1
200601,INN,2,2
200601,KLU,1,1
200601,KLU,1,2
200601,KLU,1,3
200601,KLU,2,1
200601,KLU,2,2
200601,LNZ,1,1
200601,LNZ,1,2
200601,LNZ,1,3
200601,LNZ,2,1
200601,LNZ,2,2
200601,LNZ,2,3
200601,SZG,1,1
200601,SZG,1,2
200601,SZG,1,3
200601,SZG,2,1
200601,SZG,2,2
200601,SZG,2,3
200602,VIE,1,1
200602,VIE,1,2
200602,VIE,1,3
200602,VIE,2,1
200602,VIE,2,2
200602,VIE,2,3
200602,GRZ,1,1
200602,GRZ,1,2
200602,GRZ,1,3
200602,GRZ,2,1
200602,GRZ,2,2
200602,GRZ,2,3
200602,INN,1,1
200602,INN,1,2
200602,INN,1,3
200602,INN,2,1
200602,INN,2,2
200602,INN,2,3
200602,KLU,1,1
200602,KLU,1,2
200602,KLU,2,1
200602,KLU,2,2
200602,KLU,2,3
200602,LNZ,1,1
200602,LNZ,1,2
200602,LNZ,1,3
200602,LNZ,2,1
200602,LNZ,2,2
200602,LNZ,2,3
200602,SZG,1,1
200602,SZG,1,2
200602,SZG,1,3
200602,SZG,2,1
200602,SZG,2,2
200602,SZG,2,3
200603,VIE,1,1
200603,VIE,1,2
200603,VIE,1,3
200603,VIE,2,1
200603,VIE,2,2
200603,VIE,2,3
200603,GRZ,1,1
200603,GRZ,1,2
200603,GRZ,1,3
200603,GRZ,2,1
200603,GRZ,2,2
200603,GRZ,2,3
200603,INN,1,1
200603,INN,1,2
200603,INN,1,3
200603,INN,2,1
200603,INN,2,2
200603,INN,2,3
200603,KLU,1,1
200603,KLU,1,2
200603,KLU,2,1
200603,KLU,2,2
200603,KLU,2,3
200603,LNZ,1,1
200603,LNZ,1,2
200603,LNZ,1,3
200603,LNZ,2,1
200603,LNZ,2,2
200603,LNZ,2,3
200603,SZG,1,1
200603,SZG,1,2
200603,SZG,1,3
200603,SZG,2,1
200603,SZG,2,2
200603,SZG,2,3
200604,VIE,1,1
200604,VIE,1,2
200604,VIE,1,3
200604,VIE,2,1
200604,VIE,2,2
200604,VIE,2,3
200604,GRZ,1,1
200604,GRZ,1,2
200604,GRZ,2,1
200604,GRZ,2,2
200604,GRZ,2,3
200604,INN,1,1
200604,INN,1,2
200604,INN,1,3
200604,INN,2,1
200604,INN,2,2
200604,INN,2,3
200604,KLU,1,1
200604,KLU,1,2
200604,KLU,2,1
200604,KLU,2,2
200604,KLU,2,3
200604,LNZ,1,1
200604,LNZ,1,2
200604,LNZ,1,3
200604,LNZ,2,1
200604,LNZ,2,2
200604,LNZ,2,3
200604,SZG,1,1
200604,SZG,1,2
200604,SZG,2,1
200604,SZG,2,2
200604,SZG,2,3
200605,VIE,1,1
200605,VIE,1,2
200605,VIE,1,3
200605,VIE,2,1
200605,VIE,2,2
200605,VIE,2,3
200605,GRZ,1,1
200605,GRZ,1,2
200605,GRZ,1,3
200605,GRZ,2,1
200605,GRZ,2,2
200605,GRZ,2,3
200605,INN,1,1
200605,INN,1,2
200605,INN,1,3
200605,INN,2,1
200605,INN,2,2
200605,INN,2,3
200605,KLU,1,1
200605,KLU,1,2
200605,KLU,1,3
200605,KLU,2,1
200605,KLU,2,2
200605,KLU,2,3
200605,LNZ,1,1
200605,LNZ,1,2
200605,LNZ,1,3
200605,LNZ,2,1
200605,LNZ,2,2
200605,LNZ,2,3
200605,SZG,1,1
200605,SZG,1,2
200605,SZG,2,1
200605,SZG,2,2
200605,SZG,2,3
200606,VIE,1,1
200606,VIE,1,2
200606,VIE,1,3
200606,VIE,2,1
200606,VIE,2,2
200606,VIE,2,3
200606,GRZ,1,1
200606,GRZ,1,2
200606,GRZ,1,3
200606,GRZ,2,1
200606,GRZ,2,2
200606,GRZ,2,3
200606,INN,1,1
200606,INN,1,2
200606,INN,1,3
200606,INN,2,1
200606,INN,2,2
200606,INN,2,3
200606,KLU,1,1
200606,KLU,1,2
200606,KLU,2,1
200606,KLU,2,2
200606,KLU,2,3
200606,LNZ,1,1
200606,LNZ,1,2
200606,LNZ,1,3
200606,LNZ,2,1
200606,LNZ,2,2
200606,LNZ,2,3
200606,SZG,1,1
200606,SZG,1,2
200606,SZG,2,1
200606,SZG,2,2
200606,SZG,2,3
200607,VIE,1,1
200607,VIE,1,2
200607,VIE,1,3
200607,VIE,2,1
200607,VIE,2,2
200607,VIE,2,3
200607,GRZ,1,1
200607,GRZ,1,2
200607,GRZ,2,1
200607,GRZ,2,2
200607,GRZ,2,3
200607,INN,1,1
200607,INN,1,2
200607,INN,1,3
200607,INN,2,1
200607,INN,2,2
200607,INN,2,3
200607,KLU,1,1
200607,KLU,1,2
200607,KLU,2,1
200607,KLU,2,2
200607,KLU,2,3
200607,LNZ,1,1
200607,LNZ,1,2
200607,LNZ,1,3
200607,LNZ,2,1
200607,LNZ,2,2
200607,LNZ,2,3
200607,SZG,1,1
200607,SZG,1,2
200607,SZG,2,1
200607,SZG,2,2
200607,SZG,2,3
200608,VIE,1,1
200608,VIE,1,2
200608,VIE,1,3
200608,VIE,2,1
200608,VIE,2,2
200608,VIE,2,3
200608,GRZ,1,1
200608,GRZ,1,2
200608,GRZ,1,3
200608,GRZ,2,1
200608,GRZ,2,2
200608,GRZ,2,3
200608,INN,1,1
200608,INN,1,2
200608,INN,1,3
200608,INN,2,1
200608,INN,2,2
200608,INN,2,3
200608,KLU,1,1
200608,KLU,1,2
200608,KLU,2,1
200608,KLU,2,2
200608,KLU,2,3
200608,LNZ,1,1
200608,LNZ,1,2
200608,LNZ,1,3
200608,LNZ,2,1
200608,LNZ,2,2
200608,LNZ,2,3
200608,SZG,1,1
200608,SZG,1,2
200608,SZG,2,1
200608,SZG,2,2
200608,SZG,2,3
200609,VIE,1,1
200609,VIE,1,2
200609,VIE,1,3
200609,VIE,2,1
200609,VIE,2,2
200609,VIE,2,3
200609,GRZ,1,1
200609,GRZ,1,2
200609,GRZ,1,3
200609,GRZ,2,1
200609,GRZ,2,2
200609,GRZ,2,3
200609,INN,1,1
200609,INN,1,2
200609,INN,1,3
200609,INN,2,1
200609,INN,2,2
200609,INN,2,3
200609,KLU,1,1
200609,KLU,1,2
200609,KLU,1,3
200609,KLU,2,1
200609,KLU,2,2
200609,KLU,2,3
200609,LNZ,1,1
200609,LNZ,1,2
200609,LNZ,1,3
200609,LNZ,2,1
200609,LNZ,2,2
200609,LNZ,2,3
200609,SZG,1,1
200609,SZG,1,2
200609,SZG,1,3
200609,SZG,2,1
200609,SZG,2,2
200609,SZG,2,3
200610,VIE,1,1
200610,VIE,1,2
200610,VIE,1,3
200610,VIE,2,1
200610,VIE,2,2
200610,VIE,2,3
200610,GRZ,1,1
200610,GRZ,1,2
200610,GRZ,1,3
200610,GRZ,2,1
200610,GRZ,2,2
200610,GRZ,2,3
200610,INN,1,1
200610,INN,1,2
200610,INN,1,3
200610,INN,2,1
200610,INN,2,2
200610,INN,2,3
200610,KLU,1,1
200610,KLU,1,2
200610,KLU,1,3
200610,KLU,2,1
200610,KLU,2,2
200610,KLU,2,3
200610,LNZ,1,1
200610,LNZ,1,2
200610,LNZ,1,3
200610,LNZ,2,1
200610,LNZ,2,2
200610,LNZ,2,3
200610,SZG,1,1
200610,SZG,1,2
200610,SZG,2,1
200610,SZG,2,2
200610,SZG,2,3
200611,VIE,1,1
200611,VIE,1,2
200611,VIE,1,3
200611,VIE,2,1
200611,VIE,2,2
200611,VIE,2,3
200611,GRZ,1,1
200611,GRZ,1,2
200611,GRZ,2,1
200611,GRZ,2,2
200611,GRZ,2,3
200611,INN,1,1
200611,INN,1,2
200611,INN,1,3
200611,INN,2,1
200611,INN,2,2
200611,INN,2,3
200611,KLU,1,1
200611,KLU,1,2
200611,KLU,2,1
200611,KLU,2,2
200611,LNZ,1,1
200611,LNZ,1,2
200611,LNZ,1,3
200611,LNZ,2,1
200611,LNZ,2,2
200611,LNZ,2,3
200611,SZG,1,1
200611,SZG,1,2
200611,SZG,1,3
200611,SZG,2,1
200611,SZG,2,2
200611,SZG,2,3
200612,VIE,1,1
200612,VIE,1,2
200612,VIE,1,3
200612,VIE,2,1
200612,VIE,2,2
200612,VIE,2,3
200612,GRZ,1,1
200612,GRZ,1,2
200612,GRZ,2,1
200612,GRZ,2,2
200612,GRZ,2,3
200612,INN,1,1
200612,INN,1,2
200612,INN,1,3
200612,INN,2,1
200612,INN,2,2
200612,KLU,1,1
200612,KLU,1,2
200612,KLU,2,1
200612,KLU,2,2
200612,LNZ,1,1
200612,LNZ,1,2
200612,LNZ,1,3
200612,LNZ,2,1
200612,LNZ,2,2
200612,LNZ,2,3
200612,SZG,1,1
200612,SZG,1,2
200612,SZG,1,3
200612,SZG,2,1
200612,SZG,2,2
200612,SZG,2,3
200701,VIE,1,1
200701,VIE,1,2
200701,VIE,1,3
200701,VIE,2,1
200701,VIE,2,2
200701,VIE,2,3
200701,GRZ,1,1
200701,GRZ,1,2
200701,GRZ,1,3
200701,GRZ,2,1
200701,GRZ,2,2
200701,GRZ,2,3
200701,INN,1,1
200701,INN,1,2
200701,INN,1,3
200701,INN,2,1
200701,INN,2,2
200701,KLU,1,1
200701,KLU,1,2
200701,KLU,2,1
200701,KLU,2,2
200701,LNZ,1,1
200701,LNZ,1,2
200701,LNZ,1,3
200701,LNZ,2,1
200701,LNZ,2,2
200701,LNZ,2,3
200701,SZG,1,1
200701,SZG,1,2
200701,SZG,1,3
200701,SZG,2,1
200701,SZG,2,2
200701,SZG,2,3
200702,VIE,1,1
200702,VIE,1,2
200702,VIE,1,3
200702,VIE,2,1
200702,VIE,2,2
200702,VIE,2,3
200702,GRZ,1,1
200702,GRZ,1,2
200702,GRZ,2,1
200702,GRZ,2,2
200702,GRZ,2,3
200702,INN,1,1
200702,INN,1,2
200702,INN,1,3
200702,INN,2,1
200702,INN,2,2
200702,KLU,1,1
200702,KLU,1,2
200702,KLU,2,1
200702,KLU,2,2
200702,LNZ,1,1
200702,LNZ,1,2
200702,LNZ,1,3
200702,LNZ,2,1
200702,LNZ,2,2
200702,LNZ,2,3
200702,SZG,1,1
200702,SZG,1,2
200702,SZG,1,3
200702,SZG,2,1
200702,SZG,2,2
200702,SZG,2,3
200703,VIE,1,1
200703,VIE,1,2
200703,VIE,1,3
200703,VIE,2,1
200703,VIE,2,2
200703,VIE,2,3
200703,GRZ,1,1
200703,GRZ,1,2
200703,GRZ,1,3
200703,GRZ,2,1
200703,GRZ,2,2
200703,GRZ,2,3
200703,INN,1,1
200703,INN,1,2
200703,INN,1,3
200703,INN,2,1
200703,INN,2,2
200703,INN,2,3
200703,KLU,1,1
200703,KLU,1,2
200703,KLU,2,1
200703,KLU,2,2
200703,KLU,2,3
200703,LNZ,1,1
200703,LNZ,1,2
200703,LNZ,1,3
200703,LNZ,2,1
200703,LNZ,2,2
200703,LNZ,2,3
200703,SZG,1,1
200703,SZG,1,2
200703,SZG,2,1
200703,SZG,2,2
200703,SZG,2,3
200704,VIE,1,1
200704,VIE,1,2
200704,VIE,1,3
200704,VIE,2,1
200704,VIE,2,2
200704,VIE,2,3
200704,GRZ,1,1
200704,GRZ,1,2
200704,GRZ,1,3
200704,GRZ,2,1
200704,GRZ,2,2
200704,GRZ,2,3
200704,INN,1,1
200704,INN,1,2
200704,INN,1,3
200704,INN,2,1
200704,INN,2,2
200704,INN,2,3
200704,KLU,1,1
200704,KLU,1,2
200704,KLU,2,1
200704,KLU,2,2
200704,KLU,2,3
200704,LNZ,1,1
200704,LNZ,1,2
200704,LNZ,1,3
200704,LNZ,2,1
200704,LNZ,2,2
200704,LNZ,2,3
200704,SZG,1,1
200704,SZG,1,2
200704,SZG,2,1
200704,SZG,2,2
200704,SZG,2,3
200705,VIE,1,1
200705,VIE,1,2
200705,VIE,1,3
200705,VIE,2,1
200705,VIE,2,2
200705,VIE,2,3
200705,GRZ,1,1
200705,GRZ,1,2
200705,GRZ,1,3
200705,GRZ,2,1
200705,GRZ,2,2
200705,GRZ,2,3
200705,INN,1,1
200705,INN,1,2
200705,INN,1,3
200705,INN,2,1
200705,INN,2,2
200705,INN,2,3
200705,KLU,1,1
200705,KLU,1,2
200705,KLU,2,1
200705,KLU,2,2
200705,KLU,2,3
200705,LNZ,1,1
200705,LNZ,1,2
200705,LNZ,1,3
200705,LNZ,2,1
200705,LNZ,2,2
200705,LNZ,2,3
200705,SZG,1,1
200705,SZG,1,2
200705,SZG,2,1
200705,SZG,2,2
200705,SZG,2,3
200706,VIE,1,1
200706,VIE,1,2
200706,VIE,1,3
200706,VIE,2,1
200706,VIE,2,2
200706,VIE,2,3
200706,GRZ,1,1
200706,GRZ,1,2
200706,GRZ,1,3
200706,GRZ,2,1
200706,GRZ,2,2
200706,GRZ,2,3
200706,INN,1,1
200706,INN,1,2
200706,INN,1,3
200706,INN,2,1
200706,INN,2,2
200706,INN,2,3
200706,KLU,1,1
200706,KLU,1,2
200706,KLU,2,1
200706,KLU,2,2
200706,KLU,2,3
200706,LNZ,1,1
200706,LNZ,1,2
200706,LNZ,1,3
200706,LNZ,2,1
200706,LNZ,2,2
200706,LNZ,2,3
200706,SZG,1,1
200706,SZG,1,2
200706,SZG,2,1
200706,SZG,2,2
200706,SZG,2,3
200707,VIE,1,1
200707,VIE,1,2
200707,VIE,1,3
200707,VIE,2,1
200707,VIE,2,2
200707,VIE,2,3
200707,GRZ,1,1
200707,GRZ,1,2
200707,GRZ,2,1
200707,GRZ,2,2
200707,GRZ,2,3
200707,INN,1,1
200707,INN,1,2
200707,INN,1,3
200707,INN,2,1
200707,INN,2,2
200707,INN,2,3
200707,KLU,1,1
200707,KLU,1,2
200707,KLU,1,3
200707,KLU,2,1
200707,KLU,2,2
200707,KLU,2,3
200707,LNZ,1,1
200707,LNZ,1,2
200707,LNZ,1,3
200707,LNZ,2,1
200707,LNZ,2,2
200707,LNZ,2,3
200707,SZG,1,1
200707,SZG,1,2
200707,SZG,1,3
200707,SZG,2,1
200707,SZG,2,2
200707,SZG,2,3
200708,VIE,1,1
200708,VIE,1,2
200708,VIE,1,3
200708,VIE,2,1
200708,VIE,2,2
200708,VIE,2,3
200708,GRZ,1,1
200708,GRZ,1,2
200708,GRZ,2,1
200708,GRZ,2,2
200708,GRZ,2,3
200708,INN,1,1
200708,INN,1,2
200708,INN,1,3
200708,INN,2,1
200708,INN,2,2
200708,INN,2,3
200708,KLU,1,1
200708,KLU,1,2
200708,KLU,2,1
200708,KLU,2,2
200708,KLU,2,3
200708,LNZ,1,1
200708,LNZ,1,2
200708,LNZ,1,3
200708,LNZ,2,1
200708,LNZ,2,2
200708,LNZ,2,3
200708,SZG,1,1
200708,SZG,1,2
200708,SZG,2,1
200708,SZG,2,2
200708,SZG,2,3
200709,VIE,1,1
200709,VIE,1,2
200709,VIE,1,3
200709,VIE,2,1
200709,VIE,2,2
200709,VIE,2,3
200709,GRZ,1,1
200709,GRZ,1,2
200709,GRZ,2,1
200709,GRZ,2,2
200709,GRZ,2,3
200709,INN,1,1
200709,INN,1,2
200709,INN,1,3
200709,INN,2,1
200709,INN,2,2
200709,INN,2,3
200709,KLU,1,1
200709,KLU,1,2
200709,KLU,2,1
200709,KLU,2,2
200709,KLU,2,3
200709,LNZ,1,1
200709,LNZ,1,2
200709,LNZ,1,3
200709,LNZ,2,1
200709,LNZ,2,2
200709,LNZ,2,3
200709,SZG,1,1
200709,SZG,1,2
200709,SZG,1,3
200709,SZG,2,1
200709,SZG,2,2
200709,SZG,2,3
200710,VIE,1,1
200710,VIE,1,2
200710,VIE,1,3
200710,VIE,2,1
200710,VIE,2,2
200710,VIE,2,3
200710,GRZ,1,1
200710,GRZ,1,2
200710,GRZ,2,1
200710,GRZ,2,2
200710,GRZ,2,3
200710,INN,1,1
200710,INN,1,2
200710,INN,1,3
200710,INN,2,1
200710,INN,2,2
200710,INN,2,3
200710,KLU,1,1
200710,KLU,1,2
200710,KLU,1,3
200710,KLU,2,1
200710,KLU,2,2
200710,KLU,2,3
200710,LNZ,1,1
200710,LNZ,1,2
200710,LNZ,1,3
200710,LNZ,2,1
200710,LNZ,2,2
200710,LNZ,2,3
200710,SZG,1,1
200710,SZG,1,2
200710,SZG,1,3
200710,SZG,2,1
200710,SZG,2,2
200710,SZG,2,3
200711,VIE,1,1
200711,VIE,1,2
200711,VIE,1,3
200711,VIE,2,1
200711,VIE,2,2
200711,VIE,2,3
200711,GRZ,1,1
200711,GRZ,1,2
200711,GRZ,1,3
200711,GRZ,2,1
200711,GRZ,2,2
200711,GRZ,2,3
200711,INN,1,1
200711,INN,1,2
200711,INN,1,3
200711,INN,2,1
200711,INN,2,2
200711,INN,2,3
200711,KLU,1,1
200711,KLU,1,2
200711,KLU,2,1
200711,KLU,2,2
200711,LNZ,1,1
200711,LNZ,1,2
200711,LNZ,1,3
200711,LNZ,2,1
200711,LNZ,2,2
200711,LNZ,2,3
200711,SZG,1,1
200711,SZG,1,2
200711,SZG,2,1
200711,SZG,2,2
200711,SZG,2,3
200712,VIE,1,1
200712,VIE,1,2
200712,VIE,1,3
200712,VIE,2,1
200712,VIE,2,2
200712,VIE,2,3
200712,GRZ,1,1
200712,GRZ,1,2
200712,GRZ,2,1
200712,GRZ,2,2
200712,GRZ,2,3
200712,INN,1,1
200712,INN,1,2
200712,INN,1,3
200712,INN,2,1
200712,INN,2,2
200712,KLU,1,1
200712,KLU,1,2
200712,KLU,2,1
200712,KLU,2,2
200712,LNZ,1,1
200712,LNZ,1,2
200712,LNZ,1,3
200712,LNZ,2,1
200712,LNZ,2,2
200712,LNZ,2,3
200712,SZG,1,1
200712,SZG,1,2
200712,SZG,2,1
200712,SZG,2,2
200712,SZG,2,3
200801,VIE,1,1
200801,VIE,1,2
200801,VIE,1,3
200801,VIE,2,1
200801,VIE,2,2
200801,VIE,2,3
200801,GRZ,1,1
200801,GRZ,1,2
200801,GRZ,1,3
200801,GRZ,2,1
200801,GRZ,2,2
200801,GRZ,2,3
200801,INN,1,1
200801,INN,1,2
200801,INN,1,3
200801,INN,2,1
200801,INN,2,2
200801,KLU,1,1
200801,KLU,1,2
200801,KLU,2,1
200801,KLU,2,2
200801,LNZ,1,1
200801,LNZ,1,2
200801,LNZ,1,3
200801,LNZ,2,1
200801,LNZ,2,2
200801,LNZ,2,3
200801,SZG,1,1
200801,SZG,1,2
200801,SZG,1,3
200801,SZG,2,1
200801,SZG,2,2
200801,SZG,2,3
200802,VIE,1,1
200802,VIE,1,2
200802,VIE,1,3
200802,VIE,2,1
200802,VIE,2,2
200802,VIE,2,3
200802,GRZ,1,1
200802,GRZ,1,2
200802,GRZ,2,1
200802,GRZ,2,2
200802,GRZ,2,3
200802,INN,1,1
200802,INN,1,2
200802,INN,1,3
200802,INN,2,1
200802,INN,2,2
200802,KLU,1,1
200802,KLU,1,2
200802,KLU,2,1
200802,KLU,2,2
200802,LNZ,1,1
200802,LNZ,1,2
200802,LNZ,1,3
200802,LNZ,2,1
200802,LNZ,2,2
200802,LNZ,2,3
200802,SZG,1,1
200802,SZG,1,2
200802,SZG,2,1
200802,SZG,2,2
200802,SZG,2,3
200803,VIE,1,1
200803,VIE,1,2
200803,VIE,1,3
200803,VIE,2,1
200803,VIE,2,2
200803,VIE,2,3
200803,GRZ,1,1
200803,GRZ,1,2
200803,GRZ,1,3
200803,GRZ,2,1
200803,GRZ,2,2
200803,GRZ,2,3
200803,INN,1,1
200803,INN,1,2
200803,INN,1,3
200803,INN,2,1
200803,INN,2,2
200803,INN,2,3
200803,KLU,1,1
200803,KLU,1,2
200803,KLU,2,1
200803,KLU,2,2
200803,LNZ,1,1
200803,LNZ,1,2
200803,LNZ,1,3
200803,LNZ,2,1
200803,LNZ,2,2
200803,LNZ,2,3
200803,SZG,1,1
200803,SZG,1,2
200803,SZG,1,3
200803,SZG,2,1
200803,SZG,2,2
200803,SZG,2,3
200804,VIE,1,1
200804,VIE,1,2
200804,VIE,1,3
200804,VIE,2,1
200804,VIE,2,2
200804,VIE,2,3
200804,GRZ,1,1
200804,GRZ,1,2
200804,GRZ,1,3
200804,GRZ,2,1
200804,GRZ,2,2
200804,GRZ,2,3
200804,INN,1,1
200804,INN,1,2
200804,INN,1,3
200804,INN,2,1
200804,INN,2,2
200804,INN,2,3
200804,KLU,1,1
200804,KLU,1,2
200804,KLU,2,1
200804,KLU,2,2
200804,KLU,2,3
200804,LNZ,1,1
200804,LNZ,1,2
200804,LNZ,1,3
200804,LNZ,2,1
200804,LNZ,2,2
200804,LNZ,2,3
200804,SZG,1,1
200804,SZG,1,2
200804,SZG,1,3
200804,SZG,2,1
200804,SZG,2,2
200804,SZG,2,3
200805,VIE,1,1
200805,VIE,1,2
200805,VIE,1,3
200805,VIE,2,1
200805,VIE,2,2
200805,VIE,2,3
200805,GRZ,1,1
200805,GRZ,1,2
200805,GRZ,1,3
200805,GRZ,2,1
200805,GRZ,2,2
200805,GRZ,2,3
200805,INN,1,1
200805,INN,1,2
200805,INN,1,3
200805,INN,2,1
200805,INN,2,2
200805,INN,2,3
200805,KLU,1,1
200805,KLU,1,2
200805,KLU,2,1
200805,KLU,2,2
200805,KLU,2,3
200805,LNZ,1,1
200805,LNZ,1,2
200805,LNZ,1,3
200805,LNZ,2,1
200805,LNZ,2,2
200805,LNZ,2,3
200805,SZG,1,1
200805,SZG,1,2
200805,SZG,2,1
200805,SZG,2,2
200805,SZG,2,3
200806,VIE,1,1
200806,VIE,1,2
200806,VIE,1,3
200806,VIE,2,1
200806,VIE,2,2
200806,VIE,2,3
200806,GRZ,1,1
200806,GRZ,1,2
200806,GRZ,1,3
200806,GRZ,2,1
200806,GRZ,2,2
200806,GRZ,2,3
200806,INN,1,1
200806,INN,1,2
200806,INN,1,3
200806,INN,2,1
200806,INN,2,2
200806,INN,2,3
200806,KLU,1,1
200806,KLU,1,2
200806,KLU,2,1
200806,KLU,2,2
200806,KLU,2,3
200806,LNZ,1,1
200806,LNZ,1,2
200806,LNZ,1,3
200806,LNZ,2,1
200806,LNZ,2,2
200806,LNZ,2,3
200806,SZG,1,1
200806,SZG,1,2
200806,SZG,1,3
200806,SZG,2,1
200806,SZG,2,2
200806,SZG,2,3
200807,VIE,1,1
200807,VIE,1,2
200807,VIE,1,3
200807,VIE,2,1
200807,VIE,2,2
200807,VIE,2,3
200807,GRZ,1,1
200807,GRZ,1,2
200807,GRZ,1,3
200807,GRZ,2,1
200807,GRZ,2,2
200807,GRZ,2,3
200807,INN,1,1
200807,INN,1,2
200807,INN,1,3
200807,INN,2,1
200807,INN,2,2
200807,INN,2,3
200807,KLU,1,1
200807,KLU,1,2
200807,KLU,2,1
200807,KLU,2,2
200807,KLU,2,3
200807,LNZ,1,1
200807,LNZ,1,2
200807,LNZ,1,3
200807,LNZ,2,1
200807,LNZ,2,2
200807,LNZ,2,3
200807,SZG,1,1
200807,SZG,1,2
200807,SZG,2,1
200807,SZG,2,2
200807,SZG,2,3
200808,VIE,1,1
200808,VIE,1,2
200808,VIE,1,3
200808,VIE,2,1
200808,VIE,2,2
200808,VIE,2,3
200808,GRZ,1,1
200808,GRZ,1,2
200808,GRZ,1,3
200808,GRZ,2,1
200808,GRZ,2,2
200808,GRZ,2,3
200808,INN,1,1
200808,INN,1,2
200808,INN,1,3
200808,INN,2,1
200808,INN,2,2
200808,INN,2,3
200808,KLU,1,1
200808,KLU,1,2
200808,KLU,2,1
200808,KLU,2,2
200808,KLU,2,3
200808,LNZ,1,1
200808,LNZ,1,2
200808,LNZ,1,3
200808,LNZ,2,1
200808,LNZ,2,2
200808,LNZ,2,3
200808,SZG,1,1
200808,SZG,1,2
200808,SZG,2,1
200808,SZG,2,2
200808,SZG,2,3
200809,VIE,1,1
200809,VIE,1,2
200809,VIE,1,3
200809,VIE,2,1
200809,VIE,2,2
200809,VIE,2,3
200809,GRZ,1,1
200809,GRZ,1,2
200809,GRZ,1,3
200809,GRZ,2,1
200809,GRZ,2,2
200809,GRZ,2,3
200809,INN,1,1
200809,INN,1,2
200809,INN,1,3
200809,INN,2,1
200809,INN,2,2
200809,INN,2,3
200809,KLU,1,1
200809,KLU,1,2
200809,KLU,2,1
200809,KLU,2,2
200809,KLU,2,3
200809,LNZ,1,1
200809,LNZ,1,2
200809,LNZ,1,3
200809,LNZ,2,1
200809,LNZ,2,2
200809,LNZ,2,3
200809,SZG,1,1
200809,SZG,1,2
200809,SZG,2,1
200809,SZG,2,2
200809,SZG,2,3
200810,VIE,1,1
200810,VIE,1,2
200810,VIE,1,3
200810,VIE,2,1
200810,VIE,2,2
200810,VIE,2,3
200810,GRZ,1,1
200810,GRZ,1,2
200810,GRZ,1,3
200810,GRZ,2,1
200810,GRZ,2,2
200810,GRZ,2,3
200810,INN,1,1
200810,INN,1,2
200810,INN,1,3
200810,INN,2,1
200810,INN,2,2
200810,INN,2,3
200810,KLU,1,1
200810,KLU,1,2
200810,KLU,2,1
200810,KLU,2,2
200810,LNZ,1,1
200810,LNZ,1,2
200810,LNZ,1,3
200810,LNZ,2,1
200810,LNZ,2,2
200810,LNZ,2,3
200810,SZG,1,1
200810,SZG,1,2
200810,SZG,1,3
200810,SZG,2,1
200810,SZG,2,2
200810,SZG,2,3
200811,VIE,1,1
200811,VIE,1,2
200811,VIE,1,3
200811,VIE,2,1
200811,VIE,2,2
200811,VIE,2,3
200811,GRZ,1,1
200811,GRZ,1,2
200811,GRZ,2,1
200811,GRZ,2,2
200811,GRZ,2,3
200811,INN,1,1
200811,INN,1,2
200811,INN,1,3
200811,INN,2,1
200811,INN,2,2
200811,INN,2,3
200811,KLU,1,1
200811,KLU,1,2
200811,KLU,2,1
200811,KLU,2,2
200811,LNZ,1,1
200811,LNZ,1,2
200811,LNZ,1,3
200811,LNZ,2,1
200811,LNZ,2,2
200811,LNZ,2,3
200811,SZG,1,1
200811,SZG,1,2
200811,SZG,2,1
200811,SZG,2,2
200811,SZG,2,3
200812,VIE,1,1
200812,VIE,1,2
200812,VIE,1,3
200812,VIE,2,1
200812,VIE,2,2
200812,VIE,2,3
200812,GRZ,1,1
200812,GRZ,1,2
200812,GRZ,1,3
200812,GRZ,2,1
200812,GRZ,2,2
200812,GRZ,2,3
200812,INN,1,1
200812,INN,1,2
200812,INN,1,3
200812,INN,2,1
200812,INN,2,2
200812,KLU,1,1
200812,KLU,1,2
200812,KLU,2,1
200812,KLU,2,2
200812,LNZ,1,1
200812,LNZ,1,2
200812,LNZ,1,3
200812,LNZ,2,1
200812,LNZ,2,2
200812,LNZ,2,3
200812,SZG,1,1
200812,SZG,1,2
200812,SZG,2,1
200812,SZG,2,2
200812,SZG,2,3
200901,VIE,1,1
200901,VIE,1,2
200901,VIE,1,3
200901,VIE,2,1
200901,VIE,2,2
200901,VIE,2,3
200901,GRZ,1,1
200901,GRZ,1,2
200901,GRZ,1,3
200901,GRZ,2,1
200901,GRZ,2,2
200901,GRZ,2,3
200901,INN,1,1
200901,INN,1,2
200901,INN,1,3
200901,INN,2,1
200901,INN,2,2
200901,KLU,1,1
200901,KLU,1,2
200901,KLU,2,1
200901,KLU,2,2
200901,LNZ,1,1
200901,LNZ,1,2
200901,LNZ,1,3
200901,LNZ,2,1
200901,LNZ,2,2
200901,LNZ,2,3
200901,SZG,1,1
200901,SZG,1,2
200901,SZG,2,1
200901,SZG,2,2
200901,SZG,2,3
200902,VIE,1,1
200902,VIE,1,2
